0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,-0.9705882352941176,-0.945054945054945,-0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0294117647058822,1.054945054945055,2.0,1.0,1.0294117647058822,1.054945054945055,1.0,1.0,1.0294117647058822,1.054945054945055,1.8571428571428572,1.3333333333333333,1.0,1.0,1.0,1
0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,0.16666666666666666,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.25,0.0,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,-0.3529411764705883,-0.6813186813186813,-0.9464285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6470588235294117,1.3186813186813187,1.0,1.0,1.6470588235294117,1.3186813186813187,1.0,1.0,1.6470588235294117,1.3186813186813187,1.0535714285714286,1.0,1.0,1.0,1.0,2
1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.0,0.0,0.75,0.5625,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,-0.8823529411764706,-0.8956043956043956,-0.4642857142857142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1176470588235294,1.1043956043956045,1.0,1.0,1.1176470588235294,1.1043956043956045,1.0,2.0,1.1176470588235294,1.1043956043956045,1.5357142857142858,1.0,2.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.5625,0.25,0.0,0.3333333333333333,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.5588235294117647,-0.5769230769230769,-0.5357142857142858,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.5588235294117647,1.4230769230769231,1.0,1.0,0.5588235294117647,0.4230769230769231,0.0,0.0,0.5588235294117647,0.4230769230769231,0.46428571428571425,0.0,1.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.375,0.5,0.75,0.75,0.0,0.0,0.25,0.5,0.0,0.5,0.0,0.0,0.75,0.6666666666666666,0.0,0.0,0.0,0.2941176470588235,-0.7417582417582418,-0.3928571428571428,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.2941176470588234,1.2582417582417582,1.0,1.0,1.2941176470588234,1.2582417582417582,1.0,1.0,0.2941176470588235,0.25824175824175827,0.6071428571428572,0.3333333333333333,1.0,0.0,0.0,2
1.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.25,0.25,0.3333333333333333,0.5,0.5,0.5,0.5,0.25,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,0.47058823529411764,-0.510989010989011,-0.7142857142857142,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.4705882352941178,1.489010989010989,2.0,1.0,1.4705882352941178,1.489010989010989,1.0,2.0,0.47058823529411764,0.489010989010989,0.28571428571428575,0.0,1.0,0.0,0.0,1
1.0,0.5,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.5,0.25,0.5,0.3333333333333333,0.5,0.16666666666666666,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,-0.7058823529411765,-0.8571428571428571,-0.3928571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2941176470588234,1.1428571428571428,1.5,1.0,1.2941176470588234,1.1428571428571428,1.0,1.0,1.2941176470588234,1.1428571428571428,1.6071428571428572,1.0,1.0,1.0,1.0,1
0.1111111111111111,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.25,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.25,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.5,0.6666666666666666,1.0,0.47058823529411764,-0.6318681318681318,-0.7142857142857142,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.4705882352941178,1.3681318681318682,1.0,2.0,1.4705882352941178,1.3681318681318682,2.0,1.0,0.47058823529411764,0.36813186813186816,0.28571428571428575,0.0,0.0,0.0,1.0,1
1.0,0.5,0.75,0.0,1.0,0.0,0.0,0.5,0.25,0.375,0.0,0.5,0.0,0.0,0.75,0.5625,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,-0.8823529411764706,-0.8406593406593407,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1176470588235294,1.1593406593406594,1.75,1.0,1.1176470588235294,1.1593406593406594,1.0,2.0,1.1176470588235294,1.1593406593406594,1.75,1.0,1.0,1.0,1.0,1
0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-0.6176470588235294,-0.7252747252747253,-0.8392857142857142,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.3823529411764706,1.2747252747252746,1.0,1.0,1.3823529411764706,1.2747252747252746,1.0,1.0,1.3823529411764706,1.2747252747252746,1.1607142857142858,1.3333333333333333,1.0,1.0,1.0,2
0.1111111111111111,0.16666666666666666,0.08333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.16666666666666666,0.25,0.125,0.16666666666666666,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0625,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,-0.9395604395604396,-0.8928571428571428,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.1176470588235294,1.0604395604395604,1.0,2.0,1.1176470588235294,1.0604395604395604,2.0,1.0,0.1176470588235294,0.06043956043956045,0.10714285714285715,0.0,0.0,0.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0625,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.6470588235294117,-0.7747252747252746,-0.9107142857142857,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.6470588235294117,1.2252747252747254,1.0,2.0,1.6470588235294117,1.2252747252747254,2.0,1.0,0.6470588235294117,0.2252747252747253,0.0892857142857143,0.0,0.0,0.0,1.0,2
0.1111111111111111,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.25,0.25,0.16666666666666666,0.0,0.3333333333333333,0.5,0.16666666666666666,0.25,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,-0.8823529411764706,-0.9230769230769231,-0.9464285714285714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1176470588235294,1.0769230769230769,1.0,1.0,1.1176470588235294,1.0769230769230769,1.0,1.0,1.1176470588235294,1.0769230769230769,1.0535714285714286,1.0,1.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,-0.7058823529411765,-0.945054945054945,-0.2678571428571428,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.2941176470588234,1.054945054945055,1.0,1.0,1.2941176470588234,1.054945054945055,1.0,2.0,1.2941176470588234,1.054945054945055,1.7321428571428572,1.3333333333333333,1.0,1.0,1.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.25,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.16176470588235292,-0.9340659340659341,-0.8392857142857142,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.1617647058823528,1.065934065934066,1.0,2.0,1.1617647058823528,1.065934065934066,2.0,1.0,0.16176470588235292,0.06593406593406594,0.16071428571428575,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.25,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,-0.7058823529411765,-0.9395604395604396,-0.7678571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2941176470588234,1.0604395604395604,1.25,1.0,1.2941176470588234,1.0604395604395604,1.0,2.0,1.2941176470588234,1.0604395604395604,1.2321428571428572,1.0,1.0,1.0,1.0,2
1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,-0.7058823529411765,-0.8791208791208791,-0.3928571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.2941176470588234,1.120879120879121,2.0,1.0,1.2941176470588234,1.120879120879121,1.0,1.0,1.2941176470588234,1.120879120879121,1.6071428571428572,1.3333333333333333,1.0,1.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,-0.6176470588235294,0.4340659340659341,0.10714285714285715,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.38235294117647056,0.4340659340659341,1.0,0.0,1.3823529411764706,1.434065934065934,1.0,1.0,1.3823529411764706,1.434065934065934,1.1071428571428572,1.6666666666666665,1.0,1.0,1.0,1
0.1111111111111111,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.5,0.16666666666666666,0.16666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.5,0.3333333333333333,1.0,0.2941176470588235,-0.31868131868131855,-0.5535714285714286,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.2941176470588234,1.6813186813186816,1.0,1.0,1.2941176470588234,1.6813186813186816,1.0,1.0,0.2941176470588235,0.6813186813186815,0.44642857142857145,0.0,0.0,0.0,0.0,2
